title,title_furigana,title_en
ジャジャ,Jyajya,
じゃじゃ馬グルーミン★UP!,じゃじゃうまぐるーみんあっぷ,Jaja uma guru-min up!
蛇衆,じゃしゅう,JASHU
邪神伝説 クトゥルフの呼び声,じゃしんでんせつ くとぅるふのよびごえ,Jashin densetsu The Call of Cthulhu
写真屋カフカ,しゃしんやかふか,Shashinya Kafka
ジャスティ,COSMO POLICE JUSTY,
ジャストミート,Just Meet [Hara Hidenori],
邪聖剣ネクロマンサー,じゃせいけんねくろまんさー,Jaseiken Necromancer
社畜!修羅コーサク,しゃちくしゅらこーさく,Shachiku Shura Kosaku
社畜と少女の1800日,しゃちくとしょうじょの1800にち,Shachiku to Shoujo no 1800 nichi
社畜と幽霊,しゃちくとゆうれい,Shachiku to Yuurei
JACKALS,じゃっかるず,Jackals
Jack&Chibi,じゃっくあんどちび,Jack&amp;Chibi
JUDGE,じゃっじ,JUDGE
SHUFFLE! DAYS IN THE BLOOM,しゃっふる でいずいんざぶるーむ,SHUFFLE! DAYS IN THE BLOOM
邪道,じゃどう,Jadou
SHADOW OF SPAWN,しゃどうおぶすぽーん,SHADOW OF SPAWN
影技-シャドウスキル-,しゃどうすきる,SHADOW SKILL
シャトゥーン ヒグマの森,しゃとぅーん ひぐまのもり,Shato-un Higuma no Mori
シャドルーのベガさん,Shadaloo no Vega san,
SHADOW LADY(シャドーレディー),しゃどーれでぃー,SHADOW LADY
遮那王義経,しゃなおうよしつね,Shanao Yoshitsune
しゃにむにGO,しゃにむにごー,Shanimu Ni Go
ジャバウォッキー,JABBERWOCKY,
しゃばけ,Shabake,
しゃばけ漫画 佐助の巻,しゃばけまんが さすけのまき,Shabake Manga Sasuke no Maki
しゃばけ漫画 仁吉の巻,しゃばけまんが じんきちのまき,Shabake Manga Jinkichi no Maki
JAPAN,じゃぱん,JAPAN
ジャパン (三浦建太郎版),JAPAN: by Miura Kentarou,
しゃぼてん,Shaboten,
謝男 シャーマン,しゃーまん,Shaman
シャーマンキング,Syamankinngu,
シャーマンキング0,しゃーまんきんぐぜろ,Syarmankinguzero
シャーマンキングFLOWERS,しゃーまんきんぐ ふらわーず,Shaman King FLOWERS
シャミー1000,しゃみーせん,Shami 1000
軍鶏,しゃも,Shamo
シャモア-孤高の闘牌-,しゃもあ ここうのとうはい,Chamois Kokou no Touhai
軍鶏侍,しゃもざむらい,Shamo Samurai
沙門空海唐の国にて鬼と宴す,しゃもんくうかいとうのくににておにとうたげす,Shamon Kuukai Tou no Kuni nite Oni to Utagesu
シャーリー,Shirley,
シャリ河の秘密基地,しゃりかわのひみつきち,Shari gawa no himitsukichi
じゃりン子チエ,じゃりんこちえ,Jiyarinkochie
シャーロッキアン!,Sherlockian!,
SHERLOCK ピンク色の研究,しゃーろっく ぴんくいろのけんきゅう,SHERLOCK A Study in Pink
SHERLOCK ベルグレービアの醜聞,しゃーろっくべるぐれーびあのしゅうぶん,A Scandal In Belgravia
Charlotte(シャーロット),しゃーろっと,Charlotte
Charlotte The 4コマ せーしゅんを駆け抜けろ!,しゃーろっとざよんこま せーしゅんをかけぬけろ,Charlotte The 4koma Seeshun o kakenukero!
ジャバウォッキー1914,じゃわうぉっきー1914,JABBERWOCKY1914
打鐘(ジャン),じゃん,JAN
JUNK,じゃんく,JUNK
JUNK FORCE(ジャンクフォース),じゃんくふぉーす,Junk Force
シャングリ・ラ,SHANGRI-LA,
ジャングル黒べえ,じゃんぐるくろべえ,Jungle Kurobee
ジャングル大帝,じゃんぐるたいてい,Kimba the White Lion
ジャングルタロ,Jungle Taro,
ジャングルの王者ターちゃん,じゃんぐるのおうじゃたーちゃん,Jungle King Ta-chan
ジャングルはいつもハレのちグゥ,Hare-Guu (Jungle Wa Itsumo Hale Nochi Guu),
ジャングル魔境,じゃんぐるまきょう,Jungle makyo
JUNK〜RECORD OF THE LAST HERO〜,じゃんく れこーど おぶ ざ らすと ひーろー,JUNK RECORD OF THE LAST HERO
ジャンゴ!,DJANGO!,
ジャンジャジャ〜ン ボスボロットだい,じゃんじゃじゃーんぼすぼろっとだい,Janjajan BossBorot dai
ジャンジャンバリバリ,JANJANBARIBARI,
ジャントニオBomb,じゃんとにおぼむ,Jantonio Bomb
ジャンヌ,Jeanne,
上海特急,しゃんはいとっきゅう,Express of Syanhai
JUMP MAN,じゃんぷまん,JUMP MAN
シャンペン・シャワー,Champagne Shower,
SUREBREC -NORA the 2nd-,しゅあぶれっく のらざせかんど,SUREBREC -NORA the 2nd-
シュヴァリエ,CHEVALIER d'EON,
11人いる!,じゅういちにんいる,They were 11 (Jyuuichi nin iru!)!
1/11 じゅういちぶんのいち,じゅういちぶんのいち,1/11 Juuichi Bun no Ichi
獣医ドリトル,じゅういどりとる,VETERINARIAN DOLITTLE
終焉ノ栞,しゅうえんのしおり,Shuen no shiori
獣王星,じゅうおうせい,Zyuousei
獣王バイオ,じゅうおうばいお,BeastkingBaio
銃皇無尽のファフニール,じゅうおうむじんのふぁふにーる,Juuoumujin no Fafnir(Unlimited Fafnir)
終活女子高生,しゅうかつじょしこうせい,Shuukatsu joshikousei
週刊石川雅之,しゅうかんいしかわまさゆき,Syuukan Ishikawa Masayuki
週刊いとうタイムズ,しゅうかんいとうたいむず,Weekly Itou Times
週刊少年ガール,しゅうかんしょうねんがーる,Syuukan Syounen Girl
週刊少年ハチ,しゅうかんしょうねんはち,WEEKLY Hachi
週刊 はじめての初音ミク,しゅうかん はじめてのはつねみく,Shuukan Hajimete no Hatsune Miku
週刊わたしのキモいペット,しゅうかんわたしのきもいぺっと,Weekly my KIMOI PET's
重機甲乙女 豆だけど,じゅうきこうおとめ まめだけど,Juukikou Otome Mame Dakedo
重機甲兵ゼノン,じゅうきこうへいぜのん,Xenon
重機人間ユンボル,じゅうきにんげんゆんぼる,Juuki Ningen Yunboru
蹴球伝 フィールドの狼 FW陣!,しゅうきゅうでん ふぃーるどのおおかみ ふぉわーどじん,FW JIN!
終極エンゲージ,しゅうきょくえんげーじ,Shuukyoku engage
重金属彼女,じゅうきんぞくかのじょ,Juukinzoku kanojo
重甲ビーファイター+ビーファイターカブト,じゅうこうびーふぁいたーぷらすびーふぁいたーかぶと,Juukou Bee Fighter + Bee Fighter Kabuto
十五少女漂流記,じゅうごしょうじょひょうりゅうき,15 Shoujo Hyouryuki
15の夜 〜名もなき少年たちの叫び〜,じゅうごのよる なもなきしょうねんたちのさけび,15 no yoru
罪×10 (じゅうざい),じゅうざい,Jyuzai
銃座のウルナ,じゅうざのうるな,Juuza no Uruna
13号発進せよ,じゅうさんごうはっしんせよ,13 gou hasshin seyo
蒐集奇譚イット,しゅうしゅうきたんいっと,Shuushuu kitan Itto
住職系女子,じゅうしょくけいじょし,Jushokukei Joshi
就職難!!ゾンビ取りガール,しゅうしょくなん ぞんびとりがーる,Syusyokunan Zonbie Tori Girl
重臣猪狩虎次郎,じゅうしんいかりこじろう,Juushin Ikari Kojirou
獣神演武,じゅうしんえんぶ,Juushin Enbu
囚人と紙飛行機 少年パラドックス,しゅうじんとかみひこうき しょうねんぱらどっくす,A prisoner and a paperplane Paradox of the boy
獣神ライガー,じゅうしんらいがー,Beast King Raiger
囚人リク,しゅうじんりく,PRISONER RIKU
銃声の子守唄,じゅうせいのこもりうた,Juusei no Komoriuta
重戦機エルガイム,じゅうせんきえるがいむ,Heavy metal L-GAIM
重戦機エルガイム アンダー・ザ・サンズ,じゅうせんきえるがいむあんだーざさんず,Heavymetal Lgaimu Under The Suns
獣戦士ガルキーバ,じゅうせんしがるきーば,Beastwarior Garukeeba
終戦のローレライ,しゅうせんのろーれらい,LORELEI das Lied zum Ende des Krieges
10代でママになった女の子,じゅうだいで ままになった おんなのこ,Juu dai de Mama ni Natta Onna no Ko
終電時刻,しゅうでんじこく,Syuudenn jikoku
終電ちゃん,しゅうでんちゃん,Syuden chan
蹴人 - シュート -,しゅうと,Shoot Kazutoshi Yamane
