title,title_furigana,title_en
スーパーダンガンロンパ2 超高校級の幸運と希望と絶望,すーぱーだんがんろんぱ2 ちょうこうこうきゅうのこううんときぼうとぜつぼう,Super Danganronpa 2 Chou koukou kyuu no kouun to kibou to zetsubou
スーパーダンガンロンパ2 七海千秋のさよなら絶望大冒険,すーぱーだんがんろんぱ2 ななみちあきのさよならぜつぼうだいぼうけん,Super Danganronpa 2 Nanami Chiaki no sayonara zetsubou daibouken
スーパーダンガンロンパ2 南国ぜつぼうカーニバル!,すーぱーだんがんろんぱ2 なんごくぜつぼうかーにばる,Super Danganronpa 2 Nangoku zetsubou carnival
スーパーヅガン,SUPER ZUGAN,
スーパー刑事,すーぱーでか,SUPER DEKA
スーパードクターK,すーぱーどくたーけー,Super Doctor K
ス・パ・ナ,Su Pa Na,
スーパービックリマン (おちよしひこ版),Super Bikkuri Man,
スーパーフィッシング グランダー武蔵,すーぱーふぃっしんぐ ぐらんだーむさし,Super fishing Grander Musashi
スーパーボーヤケンちゃん,Superbouya Kenchan,
スーパーボンバーマン4コマ,すーぱーぼんばーまん4こま,Super BonbarMan4Koma
スーパーマシンRUN,すーぱーましんらん,Super Machine RUN
スーパーマリオ(シリーズ),Super Mario,
スーパーマリオくん,Super Mario kun,
スーパーマリオくん(嵩瀬ひろし版),Super Mario kun(Hiroshi Takase version),
スーパーまるでん,Super Maruden,
スーパーメイドちるみさん,Super maid Chirumi-san,
スーパーライダー,SUPERRAIDER,
素晴らしい世界,すばらしいせかい,What a wonderful world!
すばらしきかな人生ーふたたび友郎ー,すばらしきかなじんせい ふたたびともろう,Subarashiki kana Jinsei Futatabi Tomorou
すばらしきかな人生-まさみ-,すばらしきかなじんせい まさみ,Subarashikikana Jinsei Masami
素晴らしきバンディッツ,すばらしきばんでぃっつ,Subarashiki bandits
昴,すばる,Subaru
スパル・たかし,Suparu Takashi,
スパロウズホテル,SPARROW'S HOTEL,
スーパーロボットコミックゲッターロボ編,すーぱーろぼっとこみっくげったーろぼへん,Super Robot Comic Gettar Robo Sieries
スーパーロボットコミック 聖戦士ダンバイン編,すーぱーろぼっとこみっくせいせんしだんばいんへん,Super Robot Comic Aura Battler Dunbine Series
スーパーロボットコミック超電磁ロボコンバトラーV&超電磁マシーンボルテスV&闘将ダイモス編,すーぱーろぼっとこみっくちょうでんじろぼこんばとらーぶいあんどちょうでんじましーんぼるてすふぁいぶあんどとうしょうだいもすへん,Super Robot Comic Chou Denji Robo Sireis
スーパーロボットコミック マジンガーZ編,すーぱーろぼっとこみっくまじんがーぜっとへん,Super Robot Comic Mazinger Z Sieries
スーパーロボットコミック無敵超人ザンボット3&無敵鋼人ダイターン3編,すーぱーろぼっとこみっくむてきちょうじんざんぼっと3あんどむてきこうじんだいたーん3,Super Robot Comic Muteki Choujin Zanbot 3 &amp; Muteki koujin Daitarn 3 Series
スーパーロボット大戦IMPACTCOMIC衝撃騎士団(インパクトナイツ),すーぱーろぼっとたいせんいんぱくとこみっくいんぱくとないつ,Super Robot War Impact Comic Impact Nights
スーパーロボット大戦OG -ジ・インスペクター- Record of ATX,すーぱーろぼっとたいせんおーじー じいんすぺくたー れこーどおぶえーてぃーえっくす,Super Robot Wars OG The Inspector Record of ATX
スーパーロボット大戦OG -ディバイン・ウォーズ-,すーぱーろぼっとたいせんおーじー でぃばいんうぉーず,Super Robot Wars OG Divine Wars
スーパーロボット大戦OG -ディバイン・ウォーズ- Record of ATX,すーぱーろぼっとたいせんおーじー でぃばいんうぉーず れこーどおぶえーてぃーえっくす,Super Robot Wars OG Divine Wars Record of ATX
スーパーロボット烈伝,すーぱーろぼっとれつでん,Super Robot Retsuden
スピカ,SPICA,
スピカ〜羽海野チカ初期短編集〜,すぴか うみのちかしょきたんぺんしゅう,Spica - Umino Chika shoki tanpenshuu -
スピーディワンダー,SPEEDY WONDER,
SPEED KING,すぴーどきんぐ,SPEED KING
SPEED GRAPHER (スピードグラファー),すぴーどぐらふぁー,SPEED GRAPHER
スピナマラダ!,SUPINAMARADA,
スピノザの海 〜蒼のライフセーバー〜,すぴのざのうみあおのらいふせいばあ,Supinoza No Umi Ao No Raifu Seibaa
スピリッツ,Spirits,
スピリット オブ ワンダー,The Spirit of Wonder,
スピリットサークル-魂環-,すぴりっとさーくる,Spirit Circle
スピンナウト,SPIN OUT,
Sphinks-王国物語-,すふぃんくす おうこくものがたり,Sphinks kingdom story
スフェリコン,Sphericon,
スープーマン,Soupman,
スプライト,Sprite,
スプライトシュピーゲル(さめだ小判版),Spritespiegel ver.Sameda,
スプライトシュピーゲル(中嶋ヤマト版),Spritespiegel ver.Nakajima,
SPLASH!!,すぷらっしゅ,SPLASH!!
Splatoon(スプラトゥーン),すぷらとぅーん,Splatoon
スプリガン,Spriggan,
SPRINGS,すぷりんぐす,SPRINGS
SPRING MAN,すぷりんぐまん,SPRING MAN
スプリンター,Sprinter (Yu Koyama),
スペクトルマン,Spectreman,
S・A (スペシャル・エー),すぺしゃるえー,Special A
スペシャルBOYS,すぺしゃるぼーいず,Special Boys
SPACE ADVENTURE コブラ,すぺーすあどべんちゃーこぶら,Space Advanture COBRA
スペースアルプス伝説,すぺーすあるぷすでんせつ,Space Alps tradition
宇宙空母レッドホーク,すぺーすきゃりあーれっどほーく,Spacecarier Redhawk
SPEC〜零〜,すぺっく ぜろ,SPEC ZERO
すべてがFになる(浅田寅ヲ版),すべてがえふになる あさだとらをばん,Subete Ga F Ni Naru
すべてがFになる -THE PERFECT INSIDER-(霜月かいり版),すべてがえふになる ざぱーふぇくといんさいだー しもつきかいりばん,THE PERFECT INSIDER (SHIMOTSUKI KAIRI)
すべてに射矢ガール,すべてにいやがーる,SUBETENIIYAGARL
スペランカー先生,すぺらんかーせんせい,Spelunker
スベルヲイトワズ 森田まさのり短編集,すべるをいとわず もりたまさのりたんぺんしゅう,SUBERU WO ITOWAZU
スポイラー甘利,すぽいらーあまり,Spoiler Amari
スポ×ちゃん!,すぽちゃん,SupoXChan!
Spotted Flower,すぽってっど ふらわー,Spotted Flower
スポーツポン,Sports pon,
Sporting Salt(スポーティング ソルト),すぽーてぃんぐそると,Sporting Salt
Smileすいーつ,すまいるすいーつ,Smile Sweets
スマイル・スタイル,Smile Style,
スマイルfor美衣,すまいるふぉーみい,Smile for Mii
スマイルプリキュア!,Smile Precure!,
スマグラー,SMUGGLER,
スマッシュ!,SMASH!,
スマホを落としただけなのに,すまほをおとしただけなのに,Sumaho wo otoshita dakenanoni
すみっこの空さん,すみっこのそらさん,Sumikko no Sora san
スミレ16歳!!,すみれ16さい,Sumire 16 years old
スミレ17歳!!,すみれ17さい,Sumire 17 years old
菫画報,すみれがほう,Sumire gahou
スミレはブルー,Sumire wa Blue,
住めば都のコスモス荘,すめばみやこのこすもすそう,Sumeba miyako no Cosmos-so
スモーキーゴッドエクスプレス,Smoky god express,
スモーキーB.B.,すもーきーびーびー,Smoky B.B.
スモーキング,Smoking,
Smoking Gun 民間科捜研調査員 流田縁,すもーきんぐ がん みんかんかそうけんちょうさいん ながれたえにし,Smoking Gun Minkan kasoken chosain Enishi nagareta
スモーキン'パレヱド,すもーきんぱれゑど,SMOKIN PARADE
すもも,Sumomo,
すもももももも 〜地上最強のヨメ〜,すももももももちじょうさいきょうのよめ,Sumomomomomomo
スモール・ソルジャーズ,Small Soldiers,
スライハンド,Sleight of Hand,
スライムさんと勇者研究部,すらいむさんとゆうしゃけんきゅうぶ,Slime-san to yusha kenkyubu
スライム大作戦,すらいむだいさくせん,Slime masterpiece war
スライム冒険記,すらいむぼうけんき,Sraim adventure record
スライムライフ,Suraimu Life,
SLAM DUNK(スラム ダンク),すらむだんく,SLAM DUNK
777 (スリーセブン),すりーせぶん,777
3D甲子園 プラコン大作,すりーでぃーこうしえんぷらこんだいさく,3D KOUSHIEN PRAKON DAISAKU
スリル博士,すりるはかせ,Dr.Thrill
スレイヤーズ 水竜王の騎士,すれいやーず すいりゅうおうのきし,SLAYERS Suiryuuou no kishi
スレイヤーズぷれみあむ,SLAYERS Premium,
スレイヤーズ ライト・マジック,SLAYERS LIGHT MAGIC,
スロウスタート,Slow start,
スローステップ,Slow step,
スロップマンションにお帰り,すろっぷまんしょんにおかえり,Welcome home to the Sropp-mansion (Sropp-mansion ni okaeri)
スローニン,Suro nin,
スローモーションをもう一度,すろーもーしょんをもういちど,Slow Motion wo mou ichido
すわっぷ⇔すわっぷ,すわっぷすわっぷ,Swap swap
Zwart Closet,ずわるとくろーせっと,Zwart Closet
SWAN,すわん,SWAN
寸劇の巨人,すんげきのきょじん,Sungeki no kyojin
すんドめ,Sundome,
すんどめ!! ミルキーウェイ,Sundome!! MilkyWay,
ずんべら,Zunbera,
