title,title_furigana,title_en
A-00ab,えーのぜろぜろえーびー,A-00ab
えの素,えのもと,Enomoto
エバーグリーン,Ever Green,
エバタのロック,Ebata no Rock,
エビアンワンダー(AVIAN WANDER),AVIAN WANDER,
エビスさんとホテイさん,Ebisusan to Hoteisan,
えびす聖子,えびすみこ,Ebisu miko
えびてん -公立海老栖川高校天悶部-,えびてん こうりつえびすがわこうこうてんもんぶ,Ebiten Kouritsu Esbisugawa koukou tenmonbu
EVIL CRUSHER 魔矢,えびるくらっしゃーまや,EVIL CRUSHER MAYA
えびるクン,Evil kun,
F - エフ -,えふ,F
ef - a fairy tale of the two.,えふあふぇありーているおぶざとぅー,Ef -a fairy tale of the two.
F.C.ジンガ,えふしーじんが,F.C.GINGA
衛府の七忍,えふのしちにん,Efu no Shichinin
Fの閃光〜アイルトン・セナの挑戦〜,えふのせんこう あいるとんせなのちょうせん,F No Senkou
エプロンおばさん,Epron Obasan,
エペリュージュ,Epeluge,
エマ,Victorian Romance Emma,
エマージング,EMERGING,
エマノンシリーズ,Omoide Emanon,
エマは星の夢を見る,えまはほしのゆめをみる,Ema wa hoshi no yume o miru
衛宮さんちの今日のごはん,えみやさんちのきょうのごはん,Emiya san chi no kyou no gohan
M,えむ,M
M.I.Q.,えむあいきゅう,M.I.Q
MS戦記 機動戦士ガンダム0079外伝,えむえすせんき きどうせんしがんだむだぶるおーせぶんてぃないんがいでん,MS War Chronicles Mobile Suit GUNDAM 0079 Extra Episode
MFゴースト,えむえふごーすと,Mf Ghost
エムエム三太,えむえむさんた,Emu Emu Santa
えむえむっ!,MM!,
M・ゲーム,えむげーむ,M Game
Mコレクション,えむこれくしょん,M KOREKUSYON
M.C.☆LAW,えむしーろう,M.C.LAW
エム×ゼロ,えむぜろ,M ZERO
MとNの肖像,えむとえぬのしょうぞう,Emu to enu no shouzou
えむの王国,えむのおうこく,Masochist's kingdom (Emu no oukoku)
MVPは譲れない!,えむぶいぴーはゆずれない,NOT PASS ON MVP
偉いこっちゃ!!,えらいこっちゃ,Eraikoccha!!
エリア51,えりあ51,Area 51
エリア88,えりあ88,Area 88
AREA D 異能領域,えりあでぃー いのうりょういき,AREA D Inou Ryouiki
エリアの騎士,えりあのきし,THE KNIGHT in THE AREA
