title,title_furigana,title_en
学園帝国 俺はジュウベイ!,がくえんていこくおれはじゅうべい,Gakuen Tengoku Ore wa Jyuubei
学園特警デュカリオン,がくえんとっけいでゅかりおん,Gakuen tokukei duklyon
学園ナイトメア,がくえんないとめあ,Gakuen Nightmare
学園七不思議,がくえんななふしぎ,Gakuen nanafushigi
学園×封鎖,がくえんふうさ,Gakuen Fuusa
学園ポリーチェ,がくえんぽりーちぇ,School Polyche
学園黙示録 HIGHSCHOOL OF THE DEAD,がくえんもくしろく はいすくーるおぶざでっど,Gakuen Mokushiroku Highschool of the Dead
がくえんゆーとぴあ まなびストレート!,Gakuen Utopia Manabi Straight!,
かくかくしかじか,Kakukakushikajika,
覚悟のススメ,かくごのすすめ,Kakugo no susume
覚悟はいいかそこの女子。,かくごはいいかそこのじょし,Kakugo wa Iika Sokono Joshi
拡散,かくさん,Diffusion (Kakusan)
かくしごと,Kakushigoto,
隠し球ガンさん,かくしだまがんさん,Kakushidama Gansan
学習まんが 少年少女日本の歴史 (小学館版),がくしゅうまんがしょうねんしょうじょにほんのれきし,Gakushuu Manga Shounen Shoujo Nihon no Rekishi
学習漫画 世界の伝記 (集英社版),がくしゅうまんが せかいのでんき しゅうえいしゃ,World biography: Shueisya
学習漫画 世界の歴史 (集英社版),がくしゅうまんが せかいのれきし しゅうえいしゃばん,The world history: Syueisya
学習漫画 日本の歴史 (集英社版),がくしゅうまんがにほんのれきししゅうえいしゃばん,History of Japan by Syueisya
楽神王,がくしんおう,Vero musica (Gakushino)
学戦都市アスタリスク,がくせんとしあすたりすく,Gakusen toshi asterisk
学戦都市アスタリスク外伝 クインヴェールの翼,がくせんとしあすたりすくがいでん くいんべーるのつばさ,Gakusen toshi asterisk Queenvail no tsubasa
カグツチ,Kagutsuchi,
格闘職人アウディ,かくとうしょくにんあうでぃ,Kakutoushokunin Audi
格闘士 ローマの星,かくとうしろーまのほし,Star of fight person Rome
格闘探偵団,かくとう たんていだん,Kakuto Tanteidan
格闘料理伝説ビストロレシピ,かくとうりょうりでんせつびすとろれしぴ,Grapple Dish Tradition Bistro Recipe
殻都市の夢,かくとしのゆめ,Dream of the husk city
革命家の午後,かくめいかのごご,A Revolutionist in the Afternoon
革命機ヴァルヴレイヴ,かくめいき ばるぶれいぶ,Valvrave the Liberator
革命機ヴァルヴレイヴ 裏切りの烙印,かくめいきばるぶれいぶ うらぎりのらくいん,Valvrave the Liberator Verbrechen von Verrater
革命機ヴァルヴレイヴ 流星の乙女,かくめいきばるぶれいぶ りゅうせいのわるきゅーれ,Valvrave the Liberator Ryuusei no Valkyrie
革命戦士 犬童貞男(いぬどうさだお),かくめいせんし いぬどうさだお,Kakumeisenshi Inudousadao
がくモン!〜オオカミ少女はくじけない〜,がくもん おおかみしょうじょはくじけない,Gakumon! Ookami shoujo wa kujikenai
楽屋裏,がくやうら,GAKUYAURA
楽屋裏―貧乏暇なし編―,がくやうら びんぼうひまなしへん,Gakuya ura Binbou hima nasi hen
かぐや様は告らせたい〜天才たちの恋愛頭脳戦〜,かぐやさまはこくらせたい てんさいたちのれんあいずのうせん,Kaguyasama ha kokurasetai
輝夜姫,かぐやひめ,Kaguya Hime
がくらん海峡,がくらんかいきょう,Gakuran Kaikyou
ガクラン八年組(硬派ガクラン八年組),がくらんはちねんぐみ,GAKURANHATINENGUMI
かくりよものがたり,Kakuriyo monogatari,
陰からマモル!,かげからまもる,Kage kara Mamoru!
影狩り,かげがり,SHADOW HUNTER
かげきしょうじょ!,Kageki syoujo!,
かげきベイビー バーブー赤ちん,かげきべいびーばーぶーあかちん,Dangerous Baby Baboo Akachin
賭ケグルイ,かけぐるい,Kakegurui
賭ケグルイ双,かけぐるいついん,Kakegurui Twin
崖っぷち天使マジカルハンナちゃん,がけっぷちえんじぇるまじかるはんなちゃん,Gakeppuchi Angel Magical Hanna chan
KAGETORA,かげとら,KAGETORA
描けない私のびだいじゅけん!,かけないわたしのびだいじゅけん,Kakenai watashi no bidai juken!
影野だって青春したい,かげのだってせいしゅんしたい,Kagenodaxtuteseisixyunnsitai
陰日向に咲く,かげひなたにさく,Kage Hinata ni Saku
影丸と胡蝶 ほか七編,かげまるとこちょうほかななへん,Kagemaru &amp; Kochou
影武者徳川家康,かげむしゃとくがわいえやす,Kage Musha Tokugawa Ieyasu
影ムチャ姫,かげむちゃひめ,Kage mucha hime
カケル,KAKERU,
カゲロウデイズ,Kagero days,
陽炎日記,かげろうにっき,Kagerowic Diary
陽炎ノスタルジア,かげろうのすたるじあ,Kagerou Nostalgia
下弦の月,かげんのつき,Waning Crescent Moon (Kagen No Tsuki)
ガゴゼ,Gagoze,
カコとニセ探偵,かことにせたんてい,Kako &amp; Fake Detective
火災調査官ナナセ,かさいちょうさかんななせ,Kasaichousakan Nanase
家栽の人,かさいのひと,Kasai no hito
累,かさね,Kasane
かさねインテグラる,Kasane integral,
累(田邊剛版),かさね たなべごうばん,Kasane Tanabe Gou version
ガサラキ,Gasaraki,
がじぇっと,Gadget,
カジカ,KAJIKA,
賢い犬 リリエンタール,かしこいけん りりえんたーる,Super Dog Rilienthal
可視光線,かしこうせん,Kasi kousen
かしこみっく,Kashicomic,
カジテツ王子,かじてつおうじ,Kajitetsu Ouji
かしまし 〜ガール・ミーツ・ガール〜,かしまし,Kashimashi - Girl Meets Girl -
かしましハウス,Kashimashi house,
カジムヌガタイ-風が語る沖縄戦-,かじむぬがたい かぜがかたるおきなわせん,Kajimunugatai
火宵の月,かしょうのつき,Fire Moon
若頭・残波,かしらざんぱ,Kashira Zanpa
加治隆介の議,かじりゅうすけのぎ,Kaji Ryusuke No Gi
カスタムメイド!,Custom maid!,
カースブラッド,Curse Blood,
かすみ草にゆれる汽車,かすみそうにゆれるきしゃ,Kasumisou ni yureru kisha
一矢NOW,かずやなう,Kazuya NOW
火星人刑事,かせいじんでか,Kaseijin Deka
火星田マチ子,かせいだまちこ,KASEIDMACHIKO
家政婦が黙殺 篠房六郎短編集,かせいふがもくさつ しのふさろくろうたんぺんしゅう,Kaseihu ga Mokusatsu
家政婦のエツ子さん,かせいふのえつこさん,Femme de chambre Etsuko ( Kaseifu no Etsuko san )
家政夫パタリロ!(シリーズ),かせいふぱたりろ,My wife is PATARIRO
火星ルンバ,かせいるんば,Kasei rumba
火星ロボ大決戦!,かせいろぼだいけっせん,Kasei Robot Dai Kessen!
風追い人,かぜおいびと,Kazeoibito
風が如く,かぜがごとく,Kaze Ga Gotoku
風が強く吹いている,かぜがつよくふいている,Kaze ga tsuyoku fuiteiru
化石島,かせきとう,Kaseki shima
加瀬さんシリーズ,かせさんしりーず,Asagao To Kasesan
風します?,かぜします,Kaze Shimasu?
風使い,かぜつかい,Kase-tsukai
疾風伝説 彦佐,かぜでんせつひこざ,Kaze Densetsu Hikoza
疾風伝説彦佐 疾風の絆,かぜでんせつひこざかぜのきずな,Kaze Densetsu Hikoza -Kaze no Kizuna-
疾風伝説彦佐 疾風の七星剣,かぜでんせつひこざかぜのしちせいけん,Kaze Densetsu Hikoza -Kaze no Shichiseiken-
疾風伝説彦佐 戦国の疾風,かぜでんせつひこざせんごくのかぜ,Kaze Densetsu Hikoza -Sengoku no Kaze-
疾風伝説 特攻の拓,かぜでんせつぶっこみのたく,Kaze densetsu: Bukkomi no Taku
疾風伝説 特攻の拓 外伝 〜Early Day's〜,かぜでんせつ ぶっこみのたく がいでん あーりーでいず,Kaze Densetu Bukkomi no Taku Gaiden -Early Day's-
風と雷,かぜとかみなり,Kaze to kaminari
風と木の詩,かぜときのうた,Le Poeme Du Vent Et Des Arbres (Poem of Wind and Tree) (Kaze to Ki no Uta)
風の石丸,かぜのいしまる,Kaze no Ishimaru
風の一平,かぜのいっぺい,Kazenoippei
風の棋士ショウ,かぜのきししょう,Kaze no kishi Shou
風の騎士団,かぜのきしだん,The Dragon Knights in Blue Sky (Kaze no kishidan)
風の如く火の如く,かぜのごとくひのごとく,Kaze no gotoku hi no gotoku
風のサンタ,かぜのさんた,Kaze no santa
風のシモン,かぜのしもん,Kaze no Simon
風の柔士,かぜのじゅうし,Kaze no juushi
風のシルフィード,かぜのしるふぃーど,Kaze no SILPHEED
風のJIN,かぜのじん,KAZE NO JIN
風の聖痕 ―紅炎の御子―,かぜのすてぃぐま,Kaze no Stigma
